scenario_id,radius_km,client_tw_hours,client_tw_start,client_tw_end,depot_tw_start,depot_tw_end,service_time_sec,pharmacies_count,vehicles_used,total_distance_km,total_time_sec,execution_time_sec,status,timestamp
15_06_03,15,6,25200,46800,18000,68400,180,182,4,334.03439999999995,66618,23.841158151626587,OK,2025-09-15T20:32:05.614907
15_06_04,15,6,25200,46800,18000,68400,240,182,4,323.60299999999995,77151,24.35457992553711,OK,2025-09-15T20:32:30.029050
15_06_05,15,6,25200,46800,18000,68400,300,182,5,330.70820000000003,88110,23.252383947372437,OK,2025-09-15T20:32:53.338586
15_06_06,15,6,25200,46800,18000,68400,360,182,5,355.00470000000007,99990,25.825681924819946,OK,2025-09-15T20:33:19.220252
15_06_07,15,6,25200,46800,18000,68400,420,182,6,331.8373000000001,109061,53.38761115074158,OK,2025-09-15T20:34:12.668676
15_06_08,15,6,25200,46800,18000,68400,480,182,6,347.2512000000003,120406,23.577208995819092,OK,2025-09-15T20:34:36.300560
15_06_09,15,6,25200,46800,18000,68400,540,182,7,345.90880000000004,130263,53.50436973571777,OK,2025-09-15T20:35:29.865389
15_06_10,15,6,25200,46800,18000,68400,600,182,7,357.13010000000025,141346,53.46617603302002,OK,2025-09-15T20:36:23.396002
15_07_01,15,7,25200,50400,18000,68400,60,182,2,313.54040000000015,44287,29.67354702949524,OK,2025-09-15T20:36:53.124593
15_07_02,15,7,25200,50400,18000,68400,120,182,3,321.36879999999996,55643,23.717485904693604,OK,2025-09-15T20:37:16.902608
15_07_03,15,7,25200,50400,18000,68400,180,182,3,321.71619999999996,65797,53.60616493225098,OK,2025-09-15T20:38:10.566020
15_07_04,15,7,25200,50400,18000,68400,240,182,4,326.7372999999999,77004,53.42959904670715,OK,2025-09-15T20:39:04.052159
15_07_05,15,7,25200,50400,18000,68400,300,182,4,326.42340000000013,88127,54.7659010887146,OK,2025-09-15T20:39:58.866585
15_07_06,15,7,25200,50400,18000,68400,360,182,4,336.3870999999999,98910,23.69569206237793,OK,2025-09-15T20:40:22.617454
15_07_07,15,7,25200,50400,18000,68400,420,182,5,329.2859999999996,109134,24.80225706100464,OK,2025-09-15T20:40:47.463718
15_07_08,15,7,25200,50400,18000,68400,480,182,5,351.02640000000014,120702,23.409383058547974,OK,2025-09-15T20:41:10.931501
15_07_09,15,7,25200,50400,18000,68400,540,182,6,335.4662000000002,130259,53.48612117767334,OK,2025-09-15T20:42:04.472385
15_07_10,15,7,25200,50400,18000,68400,600,182,6,346.39549999999986,141718,56.53627276420593,OK,2025-09-15T20:43:01.068381
15_08_01,15,8,25200,54000,18000,68400,60,182,2,310.0670999999999,44806,27.774899005889893,OK,2025-09-15T20:43:28.898312
15_08_02,15,8,25200,54000,18000,68400,120,182,2,312.2725999999999,55204,23.42573308944702,OK,2025-09-15T20:43:52.376198
15_08_03,15,8,25200,54000,18000,68400,180,182,3,318.1121,66318,23.337894916534424,OK,2025-09-15T20:44:15.771388
15_08_04,15,8,25200,54000,18000,68400,240,182,3,322.25920000000013,76795,23.56473398208618,OK,2025-09-15T20:44:39.390141
15_08_05,15,8,25200,54000,18000,68400,300,182,4,323.5981000000001,87888,53.53548002243042,OK,2025-09-15T20:45:32.985189
15_08_06,15,8,25200,54000,18000,68400,360,182,4,335.22369999999984,98945,23.522121906280518,OK,2025-09-15T20:45:56.563007
15_08_07,15,8,25200,54000,18000,68400,420,182,4,323.3372,109242,53.73936700820923,OK,2025-09-15T20:46:50.361828
15_08_08,15,8,25200,54000,18000,68400,480,182,5,325.83389999999997,119224,23.402191162109375,OK,2025-09-15T20:47:13.819268
15_08_09,15,8,25200,54000,18000,68400,540,182,5,352.3989000000001,131362,23.729674100875854,OK,2025-09-15T20:47:37.615027
15_08_10,15,8,25200,54000,18000,68400,600,182,5,342.93480000000005,141500,53.612626791000366,OK,2025-09-15T20:48:31.283606
15_09_01,15,9,25200,57600,18000,68400,60,182,2,329.5790999999999,45637,26.21231985092163,OK,2025-09-15T20:48:57.554128
15_09_02,15,9,25200,57600,18000,68400,120,182,2,316.47299999999996,55694,23.446316957473755,OK,2025-09-15T20:49:21.046164
15_09_04,15,9,25200,57600,18000,68400,240,182,3,325.9674000000001,77589,24.429162979125977,OK,2025-09-15T20:49:51.860057
15_09_05,15,9,25200,57600,18000,68400,300,182,3,322.2277000000003,87826,53.484317779541016,OK,2025-09-15T20:50:45.398266
15_09_06,15,9,25200,57600,18000,68400,360,182,4,325.3824,98092,53.594054222106934,OK,2025-09-15T20:51:39.044996
15_09_07,15,9,25200,57600,18000,68400,420,182,4,328.2064000000002,109045,23.364783763885498,OK,2025-09-15T20:52:02.468111
15_09_08,15,9,25200,57600,18000,68400,480,182,4,325.1474000000001,120325,23.40687108039856,OK,2025-09-15T20:52:25.931529
15_09_09,15,9,25200,57600,18000,68400,540,182,5,328.77079999999995,130097,23.42468500137329,OK,2025-09-15T20:52:49.402974
15_09_10,15,9,25200,57600,18000,68400,600,182,5,331.6474000000002,141152,23.44207000732422,OK,2025-09-15T20:53:12.891773
15_10_01,15,10,25200,61200,18000,68400,60,182,2,329.5790999999999,45637,23.5701162815094,OK,2025-09-15T20:53:36.514743
15_10_02,15,10,25200,61200,18000,68400,120,182,2,329.86899999999986,56465,53.445335149765015,OK,2025-09-15T20:54:30.006568
15_10_03,15,10,25200,61200,18000,68400,180,182,2,326.97470000000004,67047,53.361201763153076,OK,2025-09-15T20:55:23.422462
15_10_04,15,10,25200,61200,18000,68400,240,182,3,319.06769999999983,76732,53.50155305862427,OK,2025-09-15T20:56:16.971145
15_10_05,15,10,25200,61200,18000,68400,300,182,3,321.30420000000004,87725,53.38886570930481,OK,2025-09-15T20:57:10.416477
15_10_06,15,10,25200,61200,18000,68400,360,182,3,325.0291,98395,53.48853087425232,OK,2025-09-15T20:58:03.955817
15_10_07,15,10,25200,61200,18000,68400,420,182,4,326.2741999999999,108953,23.297406911849976,OK,2025-09-15T20:58:27.296497
15_10_08,15,10,25200,61200,18000,68400,480,182,4,331.27370000000036,119870,23.214557886123657,OK,2025-09-15T20:58:50.568530
15_10_09,15,10,25200,61200,18000,68400,540,182,4,319.0342999999999,130464,23.33190894126892,OK,2025-09-15T20:59:13.956753
15_10_10,15,10,25200,61200,18000,68400,600,182,4,335.8471,142106,53.551048040390015,OK,2025-09-15T21:00:07.565742
20_02_01,20,2,25200,32400,18000,68400,60,217,8,483.45220000000023,59838,25.582186937332153,OK,2025-09-15T21:00:33.221356
20_02_02,20,2,25200,32400,18000,68400,120,217,10,509.12750000000017,72563,54.50877380371094,OK,2025-09-15T21:01:27.791125
20_02_03,20,2,25200,32400,18000,68400,180,217,12,521.3853000000003,86675,24.444594144821167,OK,2025-09-15T21:01:52.319813
20_02_04,20,2,25200,32400,18000,68400,240,217,13,587.8380000000002,100947,54.44919228553772,OK,2025-09-15T21:02:46.847601
20_02_05,20,2,25200,32400,18000,68400,300,217,15,554.0267999999996,111883,54.273833990097046,OK,2025-09-15T21:03:41.212903
20_02_06,20,2,25200,32400,18000,68400,360,217,16,578.9611000000003,125718,54.535634994506836,OK,2025-09-15T21:04:35.835626
20_02_07,20,2,25200,32400,18000,68400,420,217,18,598.3894000000004,137813,54.29155492782593,OK,2025-09-15T21:05:30.209931
20_02_08,20,2,25200,32400,18000,68400,480,217,20,651.9312000000001,152432,56.18203020095825,OK,2025-09-15T21:06:26.493980
20_02_09,20,2,25200,32400,18000,68400,540,217,22,646.1002,163292,24.53050208091736,OK,2025-09-15T21:06:51.126034
20_02_10,20,2,25200,32400,18000,68400,600,217,23,689.7110999999995,176941,24.339486837387085,OK,2025-09-15T21:07:15.561342
20_03_01,20,3,25200,36000,18000,68400,60,217,6,467.08730000000014,57815,24.218525886535645,OK,2025-09-15T21:07:39.832475
20_03_02,20,3,25200,36000,18000,68400,120,217,7,469.15520000000026,70756,28.34414792060852,OK,2025-09-15T21:08:08.250607
20_03_03,20,3,25200,36000,18000,68400,180,217,8,481.2677000000002,84101,54.23120999336243,OK,2025-09-15T21:09:02.552524
20_03_04,20,3,25200,36000,18000,68400,240,217,9,506.9224,98064,54.2618191242218,OK,2025-09-15T21:09:56.880205
20_03_05,20,3,25200,36000,18000,68400,300,217,10,496.13349999999997,109781,24.24263072013855,OK,2025-09-15T21:10:21.199585
20_03_06,20,3,25200,36000,18000,68400,360,217,11,552.8026,124313,54.400386810302734,OK,2025-09-15T21:11:15.681872
20_03_08,20,3,25200,36000,18000,68400,480,217,14,561.0556000000003,149160,24.46892213821411,OK,2025-09-15T21:11:49.156580
20_03_09,20,3,25200,36000,18000,68400,540,217,15,567.717,161834,54.37606620788574,OK,2025-09-15T21:12:43.618878
20_03_10,20,3,25200,36000,18000,68400,600,217,16,572.4171999999996,172887,24.64389681816101,OK,2025-09-15T21:13:08.345619
20_04_01,20,4,25200,39600,18000,68400,60,217,4,458.55240000000015,56960,24.399955987930298,OK,2025-09-15T21:13:32.799331
20_04_02,20,4,25200,39600,18000,68400,120,217,5,467.2510999999999,70556,25.975398063659668,OK,2025-09-15T21:13:58.830723
20_04_03,20,4,25200,39600,18000,68400,180,217,6,481.1884000000001,83392,54.49788999557495,OK,2025-09-15T21:14:53.404011
20_04_04,20,4,25200,39600,18000,68400,240,217,7,484.1354000000004,96766,24.723998069763184,OK,2025-09-15T21:15:18.209630
20_04_05,20,4,25200,39600,18000,68400,300,217,8,477.8636000000001,108839,24.57741117477417,OK,2025-09-15T21:15:42.861814
20_04_06,20,4,25200,39600,18000,68400,360,217,9,500.9314000000001,122774,54.78967523574829,OK,2025-09-15T21:16:37.714519
20_04_07,20,4,25200,39600,18000,68400,420,217,10,517.1200000000001,135494,54.391258239746094,OK,2025-09-15T21:17:32.182402
20_04_08,20,4,25200,39600,18000,68400,480,217,11,499.94240000000013,146548,24.335150003433228,OK,2025-09-15T21:17:56.587231
20_04_09,20,4,25200,39600,18000,68400,540,217,11,559.0158999999998,161274,24.03252410888672,OK,2025-09-15T21:18:20.696964
20_04_10,20,4,25200,39600,18000,68400,600,217,12,560.6620999999998,174686,24.444686889648438,OK,2025-09-15T21:18:45.222604
20_05_01,20,5,25200,43200,18000,68400,60,217,4,459.7176999999998,57444,24.101585865020752,OK,2025-09-15T21:19:09.384683
20_05_02,20,5,25200,43200,18000,68400,120,217,4,443.46170000000006,69712,24.193071842193604,OK,2025-09-15T21:19:33.645004
20_05_03,20,5,25200,43200,18000,68400,180,217,5,454.76590000000004,82419,54.23492932319641,OK,2025-09-15T21:20:27.947872
20_05_04,20,5,25200,43200,18000,68400,240,217,6,477.52280000000025,96264,54.504462003707886,OK,2025-09-15T21:21:22.522969
20_05_05,20,5,25200,43200,18000,68400,300,217,6,474.97650000000027,109356,54.19339990615845,OK,2025-09-15T21:22:16.788307
20_05_06,20,5,25200,43200,18000,68400,360,217,7,502.7959999999999,123186,24.210477113723755,OK,2025-09-15T21:22:41.060473
20_05_07,20,5,25200,43200,18000,68400,420,217,8,496.00149999999996,134608,24.057064294815063,OK,2025-09-15T21:23:05.190471
20_05_08,20,5,25200,43200,18000,68400,480,217,9,500.32530000000037,147556,24.750460147857666,OK,2025-09-15T21:23:30.018715
20_05_09,20,5,25200,43200,18000,68400,540,217,9,499.8022,160074,24.131716012954712,OK,2025-09-15T21:23:54.229365
20_05_10,20,5,25200,43200,18000,68400,600,217,10,507.01699999999994,172303,24.152204990386963,OK,2025-09-15T21:24:18.461620
20_06_01,20,6,25200,46800,18000,68400,60,217,3,449.48759999999993,56944,54.20608472824097,OK,2025-09-15T21:25:12.734553
20_06_02,20,6,25200,46800,18000,68400,120,217,4,445.67130000000043,69184,24.207407236099243,OK,2025-09-15T21:25:37.009855
20_06_03,20,6,25200,46800,18000,68400,180,217,4,465.89610000000033,82601,28.1332049369812,OK,2025-09-15T21:26:05.211046
20_06_04,20,6,25200,46800,18000,68400,240,217,5,464.24319999999983,96828,24.107194185256958,OK,2025-09-15T21:26:29.382225
20_06_05,20,6,25200,46800,18000,68400,300,217,5,452.8711000000001,108362,54.76041889190674,OK,2025-09-15T21:27:24.215694
20_06_06,20,6,25200,46800,18000,68400,360,217,6,483.4497000000002,122403,54.26523995399475,OK,2025-09-15T21:28:18.553971
20_06_07,20,6,25200,46800,18000,68400,420,217,7,499.7349999999999,135251,24.80233073234558,OK,2025-09-15T21:28:43.434491
20_06_08,20,6,25200,46800,18000,68400,480,217,7,502.95760000000007,147096,54.29743981361389,OK,2025-09-15T21:29:37.801693
20_06_09,20,6,25200,46800,18000,68400,540,217,8,475.02100000000013,158537,24.126086950302124,OK,2025-09-15T21:30:01.995545
20_06_10,20,6,25200,46800,18000,68400,600,217,8,473.30660000000023,172348,24.216537714004517,OK,2025-09-15T21:30:26.286008
20_07_01,20,7,25200,50400,18000,68400,60,217,3,451.8589000000001,56693,54.083635330200195,OK,2025-09-15T21:31:20.436553
20_07_02,20,7,25200,50400,18000,68400,120,217,3,456.7564999999998,70125,54.24117088317871,OK,2025-09-15T21:32:14.745567
20_07_03,20,7,25200,50400,18000,68400,180,217,4,483.71210000000025,83439,24.04938292503357,OK,2025-09-15T21:32:38.865794
20_07_04,20,7,25200,50400,18000,68400,240,217,4,470.82780000000025,95864,54.195897817611694,OK,2025-09-15T21:33:33.126592
20_07_05,20,7,25200,50400,18000,68400,300,217,5,460.17689999999993,108004,24.290539026260376,OK,2025-09-15T21:33:57.485111
20_07_06,20,7,25200,50400,18000,68400,360,217,5,470.73319999999984,121418,24.015356063842773,OK,2025-09-15T21:34:21.573320
20_07_07,20,7,25200,50400,18000,68400,420,217,6,464.36940000000004,133399,54.27054214477539,OK,2025-09-15T21:35:15.914040
20_07_08,20,7,25200,50400,18000,68400,480,217,6,481.86430000000007,147806,24.128302097320557,OK,2025-09-15T21:35:40.116020
20_07_09,20,7,25200,50400,18000,68400,540,217,7,452.2246000000003,158057,24.096070766448975,OK,2025-09-15T21:36:04.281415
20_07_10,20,7,25200,50400,18000,68400,600,217,7,499.5018000000002,172806,24.24320101737976,OK,2025-09-15T21:36:28.581708
20_08_01,20,8,25200,54000,18000,68400,60,217,3,440.485,56378,54.141754150390625,OK,2025-09-15T21:37:22.790505
20_08_02,20,8,25200,54000,18000,68400,120,217,3,426.1792,68619,24.224186897277832,OK,2025-09-15T21:37:47.078120
20_08_03,20,8,25200,54000,18000,68400,180,217,3,446.7542999999999,82587,54.34553909301758,OK,2025-09-15T21:38:41.491666
20_08_04,20,8,25200,54000,18000,68400,240,217,4,473.98699999999997,95336,54.189943075180054,OK,2025-09-15T21:39:35.741950
20_08_05,20,8,25200,54000,18000,68400,300,217,4,473.1650000000001,108646,54.16123700141907,OK,2025-09-15T21:40:29.971170
20_08_06,20,8,25200,54000,18000,68400,360,217,5,482.80609999999996,121502,24.078655004501343,OK,2025-09-15T21:40:54.121917
20_08_07,20,8,25200,54000,18000,68400,420,217,5,463.6999,134163,24.107937812805176,OK,2025-09-15T21:41:18.296547
20_08_08,20,8,25200,54000,18000,68400,480,217,6,477.33340000000015,147434,54.08764600753784,OK,2025-09-15T21:42:12.456490
20_08_09,20,8,25200,54000,18000,68400,540,217,6,478.0820999999997,159915,28.943331003189087,OK,2025-09-15T21:42:41.473896
20_08_10,20,8,25200,54000,18000,68400,600,217,6,449.39469999999994,171158,24.125563144683838,OK,2025-09-15T21:43:05.673381
20_09_01,20,9,25200,57600,18000,68400,60,217,3,437.6422,56478,24.199516773223877,OK,2025-09-15T21:43:29.938677
20_09_02,20,9,25200,57600,18000,68400,120,217,3,442.5108000000002,69499,54.32776403427124,OK,2025-09-15T21:44:24.333981
20_09_03,20,9,25200,57600,18000,68400,180,217,3,437.19989999999984,81795,54.25335478782654,OK,2025-09-15T21:45:18.658445
20_09_04,20,9,25200,57600,18000,68400,240,217,3,461.7479000000004,95840,57.68628406524658,OK,2025-09-15T21:46:16.411452
20_09_05,20,9,25200,57600,18000,68400,300,217,4,443.4638000000002,107461,24.555164337158203,OK,2025-09-15T21:46:41.021188
20_09_06,20,9,25200,57600,18000,68400,360,217,4,444.0823000000002,120348,24.18102717399597,OK,2025-09-15T21:47:05.268946
20_09_07,20,9,25200,57600,18000,68400,420,217,5,468.03930000000025,133475,23.995163917541504,OK,2025-09-15T21:47:29.330864
20_09_08,20,9,25200,57600,18000,68400,480,217,5,475.58789999999976,147079,54.204265117645264,OK,2025-09-15T21:48:23.601869
20_09_09,20,9,25200,57600,18000,68400,540,217,5,479.7040000000001,160141,54.527528047561646,OK,2025-09-15T21:49:18.201836
20_09_10,20,9,25200,57600,18000,68400,600,217,6,457.15590000000014,171563,55.11452102661133,OK,2025-09-15T21:50:13.388184
20_10_01,20,10,25200,61200,18000,68400,60,217,3,437.6422,56478,27.84829807281494,OK,2025-09-15T21:50:41.308922
20_10_02,20,10,25200,61200,18000,68400,120,217,3,443.41530000000023,70350,24.1060950756073,OK,2025-09-15T21:51:05.481177
20_10_03,20,10,25200,61200,18000,68400,180,217,3,430.82390000000015,81951,57.92733693122864,OK,2025-09-15T21:52:03.474635
20_10_04,20,10,25200,61200,18000,68400,240,217,3,449.5588000000002,95575,26.059635877609253,OK,2025-09-15T21:52:29.598041
20_10_05,20,10,25200,61200,18000,68400,300,217,4,465.6146999999999,108794,54.415175914764404,OK,2025-09-15T21:53:24.082012
20_10_06,20,10,25200,61200,18000,68400,360,217,4,451.2154999999999,120535,24.05885410308838,OK,2025-09-15T21:53:48.209226
20_10_07,20,10,25200,61200,18000,68400,420,217,4,467.6489000000001,133932,54.21438217163086,OK,2025-09-15T21:54:42.492051
20_10_08,20,10,25200,61200,18000,68400,480,217,5,466.9560000000003,145758,58.560842990875244,OK,2025-09-15T21:55:41.125731
20_10_09,20,10,25200,61200,18000,68400,540,217,5,483.8673000000003,160036,54.10065793991089,OK,2025-09-15T21:56:35.292988
20_10_10,20,10,25200,61200,18000,68400,600,217,5,491.7938,173660,54.38158893585205,OK,2025-09-15T21:57:29.748303
25_02_01,25,2,25200,32400,18000,68400,60,247,10,634.5561999999998,72398,59.993560791015625,OK,2025-09-15T21:58:29.834445
25_02_02,25,2,25200,32400,18000,68400,120,247,12,702.4202000000001,89673,55.042742013931274,OK,2025-09-15T21:59:24.971460
25_02_03,25,2,25200,32400,18000,68400,180,247,14,690.5050000000001,104831,27.97933602333069,OK,2025-09-15T21:59:53.048121
25_02_04,25,2,25200,32400,18000,68400,240,247,16,728.4119000000003,119489,54.97890782356262,OK,2025-09-15T22:00:48.128793
25_02_06,25,2,25200,32400,18000,68400,360,247,20,788.0840999999998,150005,25.616111278533936,OK,2025-09-15T22:01:21.043475
25_02_07,25,2,25200,32400,18000,68400,420,247,22,817.7063000000002,165430,30.01510000228882,OK,2025-09-15T22:01:51.169677
25_02_09,25,2,25200,32400,18000,68400,540,247,25,889.2634999999996,195963,55.12085700035095,OK,2025-09-15T22:03:23.604042
25_02_10,25,2,25200,32400,18000,68400,600,247,27,932.8220999999995,209184,25.14561414718628,OK,2025-09-15T22:03:48.876151
25_03_01,25,3,25200,36000,18000,68400,60,247,7,639.7701000000002,73040,60.353755950927734,OK,2025-09-15T22:04:49.307190
25_03_02,25,3,25200,36000,18000,68400,120,247,8,629.4237000000002,87364,60.09550595283508,OK,2025-09-15T22:05:49.487010
25_03_03,25,3,25200,36000,18000,68400,180,247,10,651.8208000000002,101890,25.787003993988037,OK,2025-09-15T22:06:15.359917
25_03_04,25,3,25200,36000,18000,68400,240,247,11,691.4486000000004,117647,55.10333299636841,OK,2025-09-15T22:07:10.550162
25_03_05,25,3,25200,36000,18000,68400,300,247,12,714.1781,133561,26.878918170928955,OK,2025-09-15T22:07:37.530149
25_03_06,25,3,25200,36000,18000,68400,360,247,14,701.7111000000003,146602,54.93980693817139,OK,2025-09-15T22:08:32.564916
25_03_07,25,3,25200,36000,18000,68400,420,247,15,760.3252,163512,55.11224603652954,OK,2025-09-15T22:09:27.778284
25_03_08,25,3,25200,36000,18000,68400,480,247,16,762.8809000000005,177149,55.23308300971985,OK,2025-09-15T22:10:23.113994
25_03_10,25,3,25200,36000,18000,68400,600,247,19,791.7866999999998,205859,55.48011016845703,OK,2025-09-15T22:11:26.953759
25_04_01,25,4,25200,39600,18000,68400,60,247,5,592.5158999999998,70566,55.077022075653076,OK,2025-09-15T22:12:22.102585
25_04_02,25,4,25200,39600,18000,68400,120,247,6,611.5314000000003,85877,60.34361910820007,OK,2025-09-15T22:13:22.531690
25_04_03,25,4,25200,39600,18000,68400,180,247,7,632.9757999999996,101576,27.45639204978943,OK,2025-09-15T22:13:50.093973
25_04_04,25,4,25200,39600,18000,68400,240,247,8,656.4110999999996,117164,27.929465293884277,OK,2025-09-15T22:14:18.111591
25_04_05,25,4,25200,39600,18000,68400,300,247,9,652.1652999999995,131055,55.19466686248779,OK,2025-09-15T22:15:13.392804
25_04_06,25,4,25200,39600,18000,68400,360,247,10,682.3279999999997,145839,55.12431502342224,OK,2025-09-15T22:16:08.605411
25_04_07,25,4,25200,39600,18000,68400,420,247,11,687.0157000000003,160208,24.966226816177368,OK,2025-09-15T22:16:33.656974
25_04_08,25,4,25200,39600,18000,68400,480,247,12,697.9309999999998,174961,24.990782976150513,OK,2025-09-15T22:16:58.733464
25_04_09,25,4,25200,39600,18000,68400,540,247,13,738.7979000000003,191328,24.912233114242554,OK,2025-09-15T22:17:23.722217
25_04_10,25,4,25200,39600,18000,68400,600,247,14,718.9027,205071,24.971397161483765,OK,2025-09-15T22:17:48.786673
25_05_01,25,5,25200,43200,18000,68400,60,247,4,573.6585999999999,69331,57.76659607887268,OK,2025-09-15T22:18:46.633898
25_05_02,25,5,25200,43200,18000,68400,120,247,5,604.1702,85916,28.721361875534058,OK,2025-09-15T22:19:15.437152
25_05_03,25,5,25200,43200,18000,68400,180,247,6,609.3680999999999,100252,25.025633811950684,OK,2025-09-15T22:19:40.546573
25_05_04,25,5,25200,43200,18000,68400,240,247,7,644.3293000000002,115796,55.08326005935669,OK,2025-09-15T22:20:35.695444
25_05_05,25,5,25200,43200,18000,68400,300,247,8,616.2001000000001,129414,54.84042811393738,OK,2025-09-15T22:21:30.608144
25_05_06,25,5,25200,43200,18000,68400,360,247,8,657.3496,145673,24.99843692779541,OK,2025-09-15T22:21:55.692425
25_05_07,25,5,25200,43200,18000,68400,420,247,9,645.2687999999999,159220,24.83871626853943,OK,2025-09-15T22:22:20.617193
25_05_08,25,5,25200,43200,18000,68400,480,247,10,682.4087999999992,175295,55.12557005882263,OK,2025-09-15T22:23:15.824969
25_05_09,25,5,25200,43200,18000,68400,540,247,11,739.4245000000004,190396,24.872930765151978,OK,2025-09-15T22:23:40.779157
25_05_10,25,5,25200,43200,18000,68400,600,247,12,682.6261999999999,202644,24.966458797454834,OK,2025-09-15T22:24:05.834772
25_06_01,25,6,25200,46800,18000,68400,60,247,4,592.3480999999996,70657,57.17878317832947,OK,2025-09-15T22:25:03.097324
25_06_03,25,6,25200,46800,18000,68400,180,247,5,614.3373999999998,100542,24.810011863708496,OK,2025-09-15T22:26:04.317983
25_06_04,25,6,25200,46800,18000,68400,240,247,6,599.4989000000005,113828,55.00562405586243,OK,2025-09-15T22:26:59.408436
25_06_05,25,6,25200,46800,18000,68400,300,247,6,654.8249000000004,132309,25.246005058288574,OK,2025-09-15T22:27:24.738074
25_06_06,25,6,25200,46800,18000,68400,360,247,7,629.1731,144248,24.846011877059937,OK,2025-09-15T22:27:49.662947
25_06_07,25,6,25200,46800,18000,68400,420,247,8,675.8758999999997,160673,24.867002964019775,OK,2025-09-15T22:28:14.614916
25_06_08,25,6,25200,46800,18000,68400,480,247,8,673.9264000000001,174552,24.958935976028442,OK,2025-09-15T22:28:39.662357
25_06_09,25,6,25200,46800,18000,68400,540,247,9,644.3013000000001,188347,54.8573100566864,OK,2025-09-15T22:29:34.604529
25_06_10,25,6,25200,46800,18000,68400,600,247,10,646.0027999999998,201081,55.11309099197388,OK,2025-09-15T22:30:29.803642
25_07_01,25,7,25200,50400,18000,68400,60,247,3,588.5401000000003,69989,54.80066800117493,OK,2025-09-15T22:31:24.681443
25_07_02,25,7,25200,50400,18000,68400,120,247,4,614.0126000000004,86168,24.714035987854004,OK,2025-09-15T22:31:49.473368
25_07_03,25,7,25200,50400,18000,68400,180,247,4,606.0062,100829,24.989084243774414,OK,2025-09-15T22:32:14.543996
25_07_04,25,7,25200,50400,18000,68400,240,247,5,569.5967,113013,25.533973932266235,OK,2025-09-15T22:32:40.156232
25_07_05,25,7,25200,50400,18000,68400,300,247,6,595.5716000000004,128160,24.82745599746704,OK,2025-09-15T22:33:05.062743
25_07_06,25,7,25200,50400,18000,68400,360,247,6,620.9169999999998,143386,54.82647705078125,OK,2025-09-15T22:33:59.967136
25_07_07,25,7,25200,50400,18000,68400,420,247,7,635.8668,159131,26.2017982006073,OK,2025-09-15T22:34:26.245032
25_07_08,25,7,25200,50400,18000,68400,480,247,7,655.0861999999998,174126,24.970991134643555,OK,2025-09-15T22:34:51.301908
25_07_09,25,7,25200,50400,18000,68400,540,247,8,636.7312000000001,187951,25.95020294189453,OK,2025-09-15T22:35:17.338404
25_07_10,25,7,25200,50400,18000,68400,600,247,8,627.3016000000003,201157,24.9862380027771,OK,2025-09-15T22:35:42.401169
25_08_03,25,8,25200,54000,18000,68400,180,247,4,581.2629999999999,99694,55.02428102493286,OK,2025-09-15T22:36:52.356036
25_08_04,25,8,25200,54000,18000,68400,240,247,4,621.1910999999998,115254,25.343443155288696,OK,2025-09-15T22:37:17.779712
25_08_05,25,8,25200,54000,18000,68400,300,247,5,603.0084000000004,128475,24.959792852401733,OK,2025-09-15T22:37:42.822824
25_08_06,25,8,25200,54000,18000,68400,360,247,5,592.3310000000002,143121,54.993810176849365,OK,2025-09-15T22:38:37.898612
25_08_07,25,8,25200,54000,18000,68400,420,247,6,614.4028000000003,157977,54.85175395011902,OK,2025-09-15T22:39:32.825315
25_08_08,25,8,25200,54000,18000,68400,480,247,6,608.0338,172464,54.75036406517029,OK,2025-09-15T22:40:27.655847
25_08_10,25,8,25200,54000,18000,68400,600,247,8,677.5444,203666,28.45824098587036,OK,2025-09-15T22:41:32.923581
25_09_01,25,9,25200,57600,18000,68400,60,247,3,562.2996999999999,68858,55.05804419517517,OK,2025-09-15T22:42:28.043691
25_09_02,25,9,25200,57600,18000,68400,120,247,3,598.4371999999998,84963,24.889976263046265,OK,2025-09-15T22:42:53.012642
25_09_03,25,9,25200,57600,18000,68400,180,247,4,611.1772999999998,101077,24.941272974014282,OK,2025-09-15T22:43:18.034165
25_09_04,25,9,25200,57600,18000,68400,240,247,4,622.5511999999999,115138,27.77734899520874,OK,2025-09-15T22:43:45.890002
25_09_05,25,9,25200,57600,18000,68400,300,247,4,616.3064000000004,130273,24.86869502067566,OK,2025-09-15T22:44:10.833959
25_09_06,25,9,25200,57600,18000,68400,360,247,5,569.2656000000002,141802,24.891148805618286,OK,2025-09-15T22:44:35.803917
25_09_07,25,9,25200,57600,18000,68400,420,247,5,582.2129999999997,157067,25.429666996002197,OK,2025-09-15T22:45:01.314686
25_09_09,25,9,25200,57600,18000,68400,540,247,6,603.1527000000002,187314,28.482758045196533,OK,2025-09-15T22:45:36.045618
25_09_10,25,9,25200,57600,18000,68400,600,247,7,634.3680000000002,203042,25.02514410018921,OK,2025-09-15T22:46:01.154683
25_10_03,25,10,25200,61200,18000,68400,180,247,3,582.2338000000001,99325,54.884140729904175,OK,2025-09-15T22:47:10.251467
25_10_04,25,10,25200,61200,18000,68400,240,247,4,590.7147999999995,114515,54.83362030982971,OK,2025-09-15T22:48:05.164472
25_10_05,25,10,25200,61200,18000,68400,300,247,4,618.6685999999997,129149,58.588300943374634,OK,2025-09-15T22:49:03.835309
